; coding: utf-8

5028	Wiederholung
7575	Die Lügen des Kanzlers haben Garrek endlich getäuscht — er hält Raynor für einen Usurpator und zieht aus, ihn zu vernichten. In letzter Stunde könnte der versiegelte Brief des Königs alles wieder ins Lot bringen.
7576	Raynor, nimm den Brief auf und bringe ihn zu Garrek in Garreks Lager. Nachdem er ihn gelesen hat, befehlige seine Eskorte und zerschlage die Meuchelmörder des Kanzlers im Süden.
7577	Bringe den geheimen Brief zu Sir Garrek.
7578	Vernichte alle Verräterwachen.
7579	Garrek bricht das Siegel und erbleicht. „Ich wäre beinahe die Klinge des Kanzlers geworden.“ Er schwört, an Raynors Seite zu stehen; seine Eskorte schließt sich deinem Kommando an.
7580	Der letzte Meuchelmörder fällt. Garrek nimmt ein Siegelzeichen aus seiner Rüstung und gibt es Raynor: „Bring dies zu Graf Roland. Manche Lords im Norden beugen sich nicht allein vor einem Brief — er kennt mein Zeichen, will aber dennoch deine Klinge sehen.“
7586	Ihr schlagt ein. Rolands Ritter schließen sich als Verbündete an und kämpfen eigenständig.
7587	Die Verräter sind geschlagen. Das Heer des Nordens wird stärker.
7588	versiegelter Brief des Königs
7589	Sir Garrek
7590	Meuchelmörder des Kanzlers
7591	Ritter-Eskorte
7592	Fußsoldaten-Eskorte
7593	Bogenschützen-Eskorte
7597	Die Verräter sind zerschlagen. Raynor befehligt endlich eine Armee, die es mit der Hauptstadt aufnehmen kann.
7598	Roland seufzt. „Ich verstehe deine Vorsicht. Nimm diese Ritter — meine Wiedergutmachung an dich.“
7599	Nimm Graf Rolands Bündnisangebot an.
7600	Am Vorabend der letzten Schlacht schickte der Kanzler drei Lockvögel auf die Straßen — nur der dritte ist der wahre Mörder. Tötest du den Falschen, verliert sich die Spur.
7601	Vernichte den dritten Fußsoldaten in der Meuchlergasse.
7602	Bringe das Kurzschwert zum dritten Boten an der Botenkreuzung.
7603	Der Mörder fällt. Raynor sagt kühl: „Das Netz des Kanzlers ist zerrissen.“
7604	Der Bote nimmt das Schwert entgegen und kniet nieder: „Lord Raynor, die Tore der Hauptstadt stehen Euch offen.“
7605	Raynor, nimm das Kurzschwert aus dem Lager (ein königliches Zeichen). Erledige beide Aufgaben: töte den dritten Fußsoldaten in der Meuchlergasse und bringe das Schwert zum dritten Boten an der Botenkreuzung. Die Reihenfolge spielt keine Rolle.
7606	Falsches Ziel! Die Spur verliert sich — der Kanzler gewinnt. Mission gescheitert.
7607	Raynor
7610	Kaum hat der Außenposten Gestalt angenommen, ertönen bei Tagesanbruch Kriegshörner — der Feind stürmt vorwärts. Raynor stellt sich ihm entgegen: Halte diese hart erkämpfte Basis; kein Feind darf die Schwelle überschreiten.
7611	Der Feind zieht sich zurück, doch Knochen klappern vom Friedhof her. Untote breiten sich entlang der Grenze aus. Raynor bringt einen Priester mit und muss die Todeslinie durchbrechen.
7612	Innerhalb eines Herzschlags fallen zwanzig Ritter auf dem Feld der gefallenen Ritter — das Feld wird still. Nur Raynors Priester bleiben übrig. Erwecke dort die Gefallenen und führe dann die Kavallerie durch die feindliche Blockade zum Durchbruchspass.
7613	Von der Anhöhe aus beobachtet Raynor, wie eine feindliche Flugmaschine vom Himmel herabsaust. Kann der Priester sie bekehren, kann das Gefährt Mauern und Wasser überqueren — Hindernisse, die keine Bodeneinheit passieren kann. Fliege die bekehrte Maschine zum Fernen Ufer, um die Überquerung abzuschließen.
7614	Dunkle Bogenschützen lauern unter dem Blätterdach. Raynors Kolonne gerät ins Kreuzfeuer — vernichte jeden Hinterhalt-Krieger, um voranzukommen.
7615	Zwei feindliche Ritter patrouillieren in der Ritterpatrouille — ein Frontalangriff wäre verlustreich. Dein Magierturm steht bereits. Erweitere einen Bogenschützen zu einem unsichtbaren dunklen Bogenschützen, schleiche dich am Blick der Ritter vorbei und schalte sie einzeln aus.
7616	Feindliche Bogenschützen und Wachtürme sind Raynor zahlenmäßig weit überlegen. Dein Nekromant kann die Gefallenen als Skelette und Zombies wiedererwecken — ohne dieses stetig wachsende Untotenheer ist die Schlacht nicht zu gewinnen. Lass die Toten für dich kämpfen und durchbrich die Linie.
7617	Feindliche Bogenschützen, Ritter und Türme überziehen das Feld — ein direkter Angriff ist aussichtslos. Dein Nekromant verfügt über zwei Fähigkeiten: Todesnebel tötet lebende Truppen, wirkt aber nicht auf reparierbare mechanische Gebäude wie Wach- und Kanonentürme; Totenerweckung verwandelt die Gefallenen in deine eigene Armee. Hülle den Feind in Nebel und ernte dann die Leichen zu einem wachsenden Untotenheer. Ohne beide Fähigkeiten ist dieses Kapitel nicht zu bewältigen.
7618	Einhundertdreißig Fußsoldaten sitzen im Gefangenen Heer fest — eine Sackgasse ohne Ausweg, ohne Möglichkeit, den Feind zu erreichen. Am Kanonenkamm ragen Kanonentürme auf; nur dein Magier und Raynor an der Magierbrücke können die Brücke dorthin überqueren. Befiehl dem Magier, die Fußsoldaten zu sich zurückzurufen, und marschiere dann zum Kanonenkamm, um die Türme zu zerstören.
7619	Die Kanonentürme an der Großen Batterie haben eine größere Reichweite als du — nur Katapulte an der Katapultlinie können zurückschlagen. Zehn feindliche Ritter halten das Feld der Eisernen Kavallerie; die Katapulte werden auf dem Marsch ihren Angriff auf sich ziehen, also müssen deine Ritter sie schützen. Katapulte und Ritter bewegen sich unterschiedlich schnell — gruppiere sie, damit sie gemeinsam marschieren, oder räume zuerst das Feld der Eisernen Kavallerie (optional) und belagere dann in Ruhe. Koordination ist hier die Lektion.
7620	Sieben Waldstücke im Waldlager und sieben in der Goldlichtung bilden einen dichten Wald — die Wege zu den Nachbarfeldern verschwinden, und Raynors Truppen können nicht vorrücken. Befiehl einem Bauern, Holz zu sammeln, bis mindestens ein Waldstück gerodet ist; der dichte Wald lichtet sich und der Weg erscheint wieder. Erreiche dann die Goldlichtung, um das Kapitel abzuschließen.
7621	Eine Kampfpause, doch Raynors Kontaktperson liegt sterbend am Wegesrand. Bringe den Heiltrank zum Kontakt am Kundschafterposten — er besitzt die neuesten Erkenntnisse über die Grenze.
7622	Bringe den Heiltrank zum verwundeten Kontakt
7623	Der Kontakt trinkt und richtet sich mühsam auf: „Mein Herr... der Kanzler verbreitet Gerüchte in der Hauptstadt und versucht, die nördlichen Lords gegeneinander aufzuhetzen... es ist schlimmer, als wir dachten.“
7624	Regen hat die Brücke weggespült; der Fluss trennt beide Ufer, und das verbündete Dorf ist jenseits des Wassers gestrandet. Ein paar Bretter überspannen noch die Zerbrochene Brücke — Raynor überquert sie mit einer Spitzhacke und bringt sie den Bauern, damit sie die Überquerung vollständig wiederherstellen können.
7625	Ein nördlicher Ritter verlor seine Lanze in einem Gefecht und irrt kampfunfähig durch die Ruinen. Raynor hat die Waffe gefunden — sie zurückzubringen könnte einen weiteren Verbündeten für den Marsch gewinnen.
7626	Ein feindlicher Magier bewacht verdächtige Dokumente, ohne zu wissen, dass sie die gefälschten Befehle des Kanzlers enthalten. Raynor spielt den Boten und überbringt den Spionagestab — ein gefährliches Eindringen.
7627	Der Bote des Königs sprach von einem königlichen Amulett, das Raynors Mandat des Throns beweist. Raynor betritt den neblig verhangenen Wald, um es zu finden — ein Beweis für die noch bevorstehenden Streitigkeiten.
7628	Finde das königliche Amulett
7642	Gehe zum Feld der gefallenen Ritter, erwecke die gefallenen Ritter und marschiere dann zum Durchbruchspass.
7643	Bekehre die feindliche Flugmaschine und fliege dann an den Hindernissen vorbei zum Fernen Ufer.
7644	Erweitere einen Bogenschützen zu einem dunklen Bogenschützen und vernichte die feindlichen Ritter.
7645	Nutze den Nekromanten, um die Gefallenen zu erwecken, und vernichte alle feindlichen Streitkräfte.
7646	Setze Todesnebel gegen lebende feindliche Truppen ein, erwecke dann die Gefallenen zu einem Untotenheer und vernichte alle Feinde.
7647	Nutze Rückruf, um die Fußsoldaten aus dem Gefangenen Heer zum Magier zu teleportieren, rücke dann zum Kanonenkamm vor und zerstöre die feindlichen Kanonentürme.
7648	Eskortiere die Katapulte zur Katapultlinie und zerstöre die feindlichen Kanonentürme an der Großen Batterie.
7649	Vernichte die zehn feindlichen Ritter am Feld der Eisernen Kavallerie. (optional)
7650	Schlage dich durch den Wald und schicke eine Einheit zur Goldlichtung.
7700	Graf Roland hält Rolands Ländereien. Raynor sollte Sir Garreks Zeichen bei sich tragen — überbringe es Roland, bevor die Waffenprobe beginnen kann.
7701	Graf Roland ruft: „Ich kenne Garrek gut — wenn er dich für würdig hält, musst du etwas können, aber ich spreche lieber mit Stärke. Besiege mich und meine Brüder, und ich unterwerfe mich!“
7702	Roland steckt sein Schwert weg und grinst trotz seiner Blessuren: „Gut gekämpft! Ich gebe auf. Ob wir förmlich ein Bündnis schließen, liegt bei dir.“
7703	Besiege Graf Roland und seine beiden Wachritter (sie ergeben sich — sie sterben nicht).
7704	Vernichte alle Verräterwachen.
7705	Generalin Vera aus dem Osten vertraut Bannern, nicht Reden. Nimm das königliche Kriegsbanner auf und bringe es zu Vera in Veras Lager — erst dann werden ihre Truppen dir gehorchen.
7706	Bringe das Kriegsbanner zu Generalin Vera.
7707	Vera nimmt das Banner entgegen und kniet nieder. „Das Feldzeichen des Königs ist hier — meine Soldaten gehorchen Lord Raynor.“ Ihre Ritter unterstellen sich deinem Kommando.
7708	Marco Eisenhand hält den Süden mit Fußsoldaten, Bogenschützen und Rittern in Marcos Lager. Keine Briefe, keine Banner — marschiere zu seinem Lager, und er wird die Klinge ziehen.
7709	Raynor muss Marco Eisenhand persönlich im Kampf besiegen (er ergibt sich — er stirbt nicht).
7710	Marco wirft seine Klinge beiseite: „Gut! Diese vier Ritter gehorchen dir; der Rest bleibt bei mir. Enttäusche mich nicht, Raynor.“
7711	Graf Roland
7712	Wachritter
7713	Generalin Vera
7714	Marco Eisenhand
7715	königliches Kriegsbanner
7716	Sir Garreks Zeichen
7717	Bringe Sir Garreks Zeichen zu Graf Roland.
7718	Marco Eisenhand reitet vor, seine stählernen Stiefel klirren auf dem Pflaster. Er mustert Raynor: „Also bist du der Raynor, der die Grenze auf den Kopf gestellt hat. Spar dir die Worte — im Norden regeln wir das mit Stahl!“
7719	Der letzte Meuchelmörder fällt. Marco lacht aus der vordersten Reihe: „Der Kanzler dachte, dieses Ungeziefer könnte meinen Kampf verderben? Norden und Süden stehen als eins — die Tore der Hauptstadt öffnen wir gemeinsam.“
7720	Zwölf harte Schlachten haben Raynors Rüstung Schicht um Schicht vernarbt. Seine Männer sagen, die alten Wunden seien noch nicht verheilt, doch seine Klinge schlägt härter und schneller als zuvor — Können, geschliffen unter den Toten.
7721	Raynor probiert einen vollen Schwung; der Windstoß könnte Leder zerreißen. Er erkennt, dass er nicht länger nur ein verbannter Ritter ist, sondern ein Banner, dem die Soldaten des Nordens folgen werden.
7722	Zerbrochene Brücken, Eskorten, Ruine um Ruine — jedes Risiko lehrte Raynor, zwischen Lüge und Stahl zu wandeln. Seine Rüstung ist dicker, sein Ansturm reicht weiter, und jeder Schritt trifft den blinden Fleck des Feindes.
7723	Der Bote flüstert: nur tief in feindlichen Linien kann er Beweise für die gefälschten Befehle des Kanzlers erlangen. Raynor schnallt seine Armschienen fester — diesmal betritt er die Höhle des Tigers selbst.
7724	Das königliche Amulett ruht auf seiner Brust; Raynor kann sich der Verleumdung endlich aufrecht entgegenstellen. Jahre des Krieges haben ihn zu einer Kriegsmaschine geschmiedet — jeder Schlag schwerer, treffsicherer, jede Deckung schwerer zu durchbrechen.
7725	Sir Garrek gerät im Norden erneut ins Wanken. Raynor begreift: wahres Wachstum bedeutet nicht nur, selbst stärker zu werden, sondern auch jene, die an seiner Seite kämpfen, wieder auf die Beine zu bringen.
7726	Waffenkammern, Altäre, Gräber und Nachschublinien — Raynor hat fast jede Meile der Grenze durchquert. Sein Name beginnt, Sieg zu bedeuten; wohin seine Klinge zeigt, geraten Feinde ins Wanken.
7727	Die versiegelte Truhe zerbricht auf dem Altar; Gold klirrt über den Stein. Raynor triumphiert nicht. „Die letzte Lektion“, sagt er, „ist, dies zu Schwert und Schild des Königreichs zu machen.“
7728	Raynor steht endlich am Rande eines Marsches auf die Hauptstadt. Die von unzähligen Schlachten gezeichnete Rüstung glänzt aufs Neue; sein Ansturm donnert, und selbst erfahrene Lords werden aufmerksam.
7729	Der versiegelte Brief des Königs wartet auf dem Tisch; die Lügen des Kanzlers haben Garrek bereits getäuscht. Raynor schließt seinen Umhang: dieser Kampf gilt dem Reich — und all jenen, die er bis hierher getragen hat.
7730	Der Wald lichtet sich und der Weg öffnet sich. Raynor zügelt sein Pferd an der Goldlichtung und blickt zurück — vom zerstörten Außenposten bis zur koordinierten Belagerung hat er gelernt, zu bauen, zu bekehren, zurückzurufen und als Einheit zu marschieren. Der Aufbau-Bogen endet; die eigentliche Intrige beginnt erst.
7731	Raynor der Veteran
7732	Raynor der Eindringling
7733	Raynor der Wächter
7734	Raynor der Champion
7735	Raynor, das Grenzschwert
7736	Raynor, der Lord der Koalition
7737	Nach Rolands Waffenprobe und Veras Banner sitzen die nördlichen Lords endlich mit Raynor an einem Tisch. Endloser Feldzug hat seinen Körper an die Grenze getrieben — Wunden vernarben, bevor sie sich ganz öffnen, allein sein Atem bringt ihn zurück in Kampfform.
7738	In Marcos Lager erklingen stählerne Stiefel auf Stein. Raynor weiß, dieses Duell geht nicht um Land, sondern um die Seele des nördlichen Heeres — er muss es mit seiner eigenen Klinge beweisen.
7740	Ein verbannter Ritter, der das Mandat der Krone zurückerobert hat; sein Marsch hat gerade erst begonnen, und Klinge und Kettenhemd warten noch auf die Schmiede.
7741	Gehärtet durch zwölf Schlachten — ein wuchtigerer Schlag und stärkeres Kettenhemd; die Soldaten des Nordens scharen sich nun um sein Banner.
7742	Ein Eindringling, der zwischen Lüge und Stahl wandelt; dickere Rüstung und ein weiterer Ansturm tragen ihn tief hinter feindliche Linien.
7743	Ein erfahrener Befehlshaber — Schläge treffen wuchtig, Deckungen halten stand, und er hilft gefallenen Verbündeten zurück in den Kampf.
7744	Ein Champion der Grenze, dessen Beute und Vorräte zu Schwert und Schild des Königreichs werden; Ruhm und Stärke wachsen gemeinsam.
7745	Das Grenzschwert, dem die Koalition vertraut, bereit, den Marsch auf die Hauptstadt anzuführen — sein Ansturm donnert und wird nicht brechen.
7746	Lord der Koalition, von den Generälen erwählt; schlachterprobt mit anhaltender Kraft — nur er kann das Duell bestehen, das den Norden einen wird.
7747	Die Legende von Raynor
7748	Der Marsch auf die Hauptstadt kann noch einen Tag warten. Kundschafter melden Unruhen entlang eines unerforschten Grenzabschnitts — das Gelände verändert sich mit jeder Jahreszeit, die feindlichen Lager jedoch nicht. Raynor führt eine Patrouille an: vernichte alle feindlichen Kräfte auf der Karte und halte deine Basis.
7749	Der letzte Feind fällt auf unbekanntem Boden. Raynor steckt seine Klinge weg: „Die Grenze verschiebt sich; unsere Pflicht nicht.“
7750	Vernichte alle feindlichen Kräfte und beschütze dein Rathaus.
7751	Einst verbannt, kehrt Sir Raynor auf Befehl des Königs in die nördlichen Mark zurück. Von einem zerstörten Außenposten bis durch zwölf brutale Schlachten lernt er zu bauen, anzustürmen und zu befehligen. Als die Lügen des Kanzlers Lord gegen Lord aufhetzen, entkräftet Raynor die Verleumdung mit versiegelten Briefen, Waffenproben und Treuebannern — bis das Heer des Nordens ihn zu ihrem Koalitionsherrn ernennt. Die Tore der Hauptstadt stehen offen — doch am Vorabend des Sieges wartet in den Gassen noch ein letzter Meuchelmörder.
7752	Sonnenjagd-Schwertkunst
7753	skill_moli_dan
7754	Handbuch der Sonnenjagd-Schwertkunst
loc_ch01_east_woods	Östlicher Forst
loc_ch01_enemy_camp	Kundschafterlager
loc_ch01_marsh_ford	Sumpffurt
loc_ch01_mid	Flussgürtel
loc_ch01_mountain_pass	Steinpass
loc_ch01_north	Obere Grenze
loc_ch01_raynor_base	Raynors Ruinen
loc_ch01_river_bridge	Flussbrücke
loc_ch01_south	Südmark
loc_ch01_west_gold	Westliche Goldgrube
loc_ch01_wilds	Nördliche Wildnis
loc_ch02_center_clash	Zusammenstoß in der Mitte
loc_ch02_east_raiders	Östliche Plünderer
loc_ch02_mid	Mittelland
loc_ch02_muster_yard	Musterungsplatz
loc_ch02_north	Nördliche Linie
loc_ch02_outpost	Grenzaußenposten
loc_ch02_raynor_outpost	Raynors Außenposten
loc_ch02_south	Südfront
loc_ch02_west_ambush	Westlicher Hinterhalt
loc_ch03_burial_gate	Grabtor
loc_ch03_corridor	Todeskorridor
loc_ch03_grave_road	Gräberweg
loc_ch03_priest_start	Startpunkt des Priesters
loc_ch03_undead_line	Untotenlinie
loc_ch04_battlefield	Schlachtfeld der Gefallenen
loc_ch04_breakthrough	Durchbruchspass
loc_ch04_corridor	Erholungsweg
loc_ch04_enemy_block	Feindliche Blockade
loc_ch04_fallen_knights	Feld der gefallenen Ritter
loc_ch04_priest_camp	Priesterlager
loc_ch05_corridor	Himmelsroute
loc_ch05_far_shore	Fernes Ufer
loc_ch05_harbor	Hafengelände
loc_ch05_highlands	Hochlandmark
loc_ch05_raynor_hill	Raynors Hügel
loc_ch05_sky_dock	Himmelsdock
loc_ch06_archer_nest	Bogenschützennest
loc_ch06_corridor	Verborgener Pfad
loc_ch06_knight_vanguard	Rittervorhut
loc_ch06_priest_line	Priesterlinie
loc_ch06_shadow_wood	Schattenwald
loc_ch07_ambush_lane	Hinterhaltpfad
loc_ch07_corridor	Patrouillenweg
loc_ch07_knight_patrol	Ritterpatrouille
loc_ch07_mage_tower	Magierturm
loc_ch08_corridor	Turmweg
loc_ch08_necro_camp	Nekromantenlager
loc_ch08_necro_march	Marsch des Nekromanten
loc_ch08_tower_line	Turmlinie
loc_ch09_corridor	Nebelweg
loc_ch09_fog_vale	Nebeltal
loc_ch09_fortified_end	Befestigtes Ende
loc_ch09_necro_start	Nekromanten-Start
loc_ch10_cannon_ridge	Kanonenkamm
loc_ch10_corridor	Brückenweg
loc_ch10_mage_bridge	Magierbrücke
loc_ch10_recall_pass	Rückrufpass
loc_ch10_trapped_host	Gefangenes Heer
loc_ch11_catapult_line	Katapultlinie
loc_ch11_center	Zentrale Mark
loc_ch11_east	Östliche Mark
loc_ch11_grand_battery	Große Batterie
loc_ch11_iron_cavalry	Feld der Eisernen Kavallerie
loc_ch11_march_start	Marschbeginn
loc_ch11_siege_road	Belagerungsweg
loc_ch11_west	Westliche Mark
loc_ch12_corridor	Waldweg
loc_ch12_deepwood	Tiefwald
loc_ch12_forest_camp	Waldlager
loc_ch12_gold_clearing	Goldlichtung
loc_ch13_border_trail	Grenzpfad
loc_ch13_marsh_crossing	Sumpfüberquerung
loc_ch13_mid	Sumpfpfad
loc_ch13_north	Nördlicher Pfad
loc_ch13_raynor_start	Raynors Lager
loc_ch13_scout_post	Kundschafterposten
loc_ch13_south	Südlicher Pfad
loc_ch14_allied_village	Verbündetes Dorf
loc_ch14_broken_bridge	Zerbrochene Brücke
loc_ch14_corridor	Flutweg
loc_ch14_raynor_ford	Raynors Furt
loc_ch14_river_cross	Flussüberquerung
loc_ch15_garrek_ruins	Garreks Ruinen
loc_ch15_lance_cache	Lanzenversteck
loc_ch15_mid	Ruinenpass
loc_ch15_north	Ruinenhöhen
loc_ch15_northern_ruins	Nördliche Ruinen
loc_ch15_ruin_pass	Ruinenpass
loc_ch15_south	Ruinentiefen
loc_ch16_enemy_lines	Feindliche Linien
loc_ch16_mage_tent	Magierzelt
loc_ch16_mid	Patrouillengürtel
loc_ch16_north	Spähweg
loc_ch16_south	Feindliches Hinterland
loc_ch16_spy_start	Spion-Start
loc_ch17_amulet_shrine	Amulettschrein
loc_ch17_cursed_moor	Verfluchtes Moor
loc_ch17_mid	Moorherz
loc_ch17_moor_entry	Mooreingang
loc_ch17_north	Moorrand
loc_ch17_south	Moortiefen
loc_ch18_herb_garden	Kräutergarten
loc_ch18_mana_spring	Manaquelle
loc_ch18_mid	Kräuterhänge
loc_ch18_north	Hügelkamm
loc_ch18_north_shrine	Nördlicher Schrein
loc_ch18_south	Dorftal
loc_ch18_village_healer	Dorfheiler
loc_ch18_village_hills	Dorfhügel
loc_ch19_garrek_camp	Garreks Lager
loc_ch19_lance_drop	Lanzenfund
loc_ch19_mid	Sammelplatz
loc_ch19_north	Nördliche Felder
loc_ch19_rally_fields	Sammelfelder
loc_ch19_ring_grove	Ringhain
loc_ch19_south	Südwald
loc_ch19_sword_ruins	Schwertruinen
loc_ch20_mid	Talherz
loc_ch20_north	Talrand
loc_ch20_south	Taltiefen
loc_ch20_stone_altar	Steinaltar
loc_ch20_tomb_valley	Grabtal
loc_ch20_treasure_tomb	Schatzgrab
loc_ch21_armor_store	Rüstungslager
loc_ch21_armory_trail	Waffenkammerpfad
loc_ch21_blacksmith_yard	Schmiedehof
loc_ch21_boots_cache	Stiefelversteck
loc_ch21_north	Oberer Pfad
loc_ch21_south	Unterer Pfad
loc_ch21_sword_rack	Schwertständer
loc_ch22_binding_altar	Bindealtar
loc_ch22_mid	Herz der Senke
loc_ch22_north	Rand der Senke
loc_ch22_sealed_chest	Versiegelte Truhe
loc_ch22_sealed_hollow	Versiegelte Senke
loc_ch22_south	Tiefen der Senke
loc_ch23_allied_depot	Verbündetes Depot
loc_ch23_mid	Zentrale Route
loc_ch23_north	Nördliche Route
loc_ch23_south	Südliche Route
loc_ch23_supply_cache	Vorratslager
loc_ch23_supply_route	Nachschubroute
loc_ch24_assassin_lane	Meuchlerpfad
loc_ch24_central_vale	Zentraltal
loc_ch24_garrek_camp	Garreks Lager
loc_ch24_letter_drop	Briefübergabe
loc_ch24_north_marches	Nordmark
loc_ch24_north_ridge	Nordkamm
loc_ch24_raynor_camp	Raynors Lager
loc_ch24_south_fields	Südfelder
loc_ch25_assassin_lane	Meuchlerpfad
loc_ch25_central_vale	Zentraltal
loc_ch25_north_marches	Nordmark
loc_ch25_north_ridge	Nordkamm
loc_ch25_raynor_camp	Raynors Lager
loc_ch25_roland_grounds	Rolands Ländereien
loc_ch25_south_fields	Südfelder
loc_ch26_assassin_lane	Meuchlerpfad
loc_ch26_central_vale	Osttal
loc_ch26_east_marches	Ostmark
loc_ch26_north_ridge	Ostkamm
loc_ch26_south_fields	Ostfelder
loc_ch26_vera_camp	Veras Lager
loc_ch26_war_banner	Bannerpunkt
loc_ch27_assassin_lane	Meuchlerpfad
loc_ch27_central_vale	Südtal
loc_ch27_marco_camp	Marcos Lager
loc_ch27_north_ridge	Südkamm
loc_ch27_south_fields	Südfelder
loc_ch27_south_marches	Südmark
loc_ch28_assassin_alley	Meuchlergasse
loc_ch28_capital_outskirts	Stadtrand der Hauptstadt
loc_ch28_envoy_cross	Botenkreuzung
loc_ch28_mid	Zentrum des Stadtrands
loc_ch28_north	Nördlicher Stadtrand
loc_ch28_raynor_camp	Raynors Lager
loc_ch28_south	Südlicher Stadtrand
