;	coding: utf-8
4219	do
4220	forteca
4221	zamek
4222	stajnie
4223	menu
4224	właśnie się zmieniło.
4225	rycerz
4226	warsztat
4227	smocza pieczara
4228	wieża magów
4229	mag
4230	latająca maszyna
4231	smok
4232	błąd serwera
4233	zasięg łuków
4234	Dostępna jest nowsza wersja gry
4235	Wprowadź nowy login
4236	use używaj tylko liter i cyfr
4237	zły login
4238	obecny login zachowany
4239	nowy login
4240	właśnie się zalogował
4241	właśnie dołączył
4242	graczy na
4243	zaprasza cię
4244	Brak wystarczającej liczby graczy, by zacząć. Minimum to
4245	obecny login
4246	Osiągnięto limit populacji
4247	punktów many
4248	badaj
4249	uzdrowiciela
4250	teleportację
4251	do
4252	brak wystarczającej ilości many
4253	procent głośności
4254	prędkość koni
4255	Zdefiniuj punkt zbiorczy nowych jednostek
4256	zebrano
4257	komputer agresywny
4258	spokojny komputer
4259	właśnie się wylogował
4260	na serwerze
4261	właśnie wyszedł z gry
4262	opcjonalny pakiet dźwiękowy
4263	jest teraz włączony
4264	jest teraz wyłączony
4265	tryb z kodami
4266	restart
4267	kampania
4268	nowy cel
4269	cel osiągnięty
4270	Misja wykonana
4271	rozdział
4272	prolog
4273	epilog
4274	konwersja
4275	wieża zwiadowcza
4276	strażnica
4277	wierza armatnia
4278	załaduj
4279	załaduj wszystko z
4280	rozładuj
4281	rozładuj wszystko do
4282	wprowadź w
4283	ciemny łucznik
5000	a
5001	b
5002	c
5003	d
5004	e
5005	f
5006	g
5007	h
5008	i
5009	j
5010	k
5011	l
5012	m
5013	n
5014	o
5015	p
5016	q
5017	r
5018	s
5019	t
5020	u
5021	v
5022	w
5023	x
5024	y
5025	z
5026	kropka
4284	przenieś
4285	do sojuszu
4286	sprzymierzony
4287	mówi
4288	wpisz wiadomość
4289	niewidzialny
4290	wykrywacz
4291	cloaker
4292	przywołaj
4293	wskrześ
4294	odrodzenie
4295	zombi
4296	szkielet
4297	kapłan
4298	świątynia
4299	święta wizja
4300	egzorcyzm
4301	człowiek
4302	ork
4303	nekromanta
4304	nekropolia
4305	śmiertelna mgła
4306	meteoryty
4307	odwołanie
4308	kamień
4309	kamieniołom
4311	został pokonany
4312	zostałeś pokonany
4313	jesteś w trybie obserwatora
4314	platyna
4315	obserwuj nagraną rozgrywkę
4316	naciśnij Kontrol Shift F4, żeby obserwować innego gracza
4317	wprowadź komendę
4318	powiększ
4319	zmień kolejność ładowania modów
4320	dodaj moda do listy
4321	lista jest pusta
4322	ładowanie
4323	pakiety
4324	meni pakietów
4325	zainstaluj pakiet
4326	odinstaluj pakiet
4327	zaktualizuj pakiet
4328	pobieranie
4329	rozpakowywanie
4330	nie można odnaleść moda
4331	ściana
4332	brama
4333	blok
4334	losowa frakcja
4335	limit ilości osiągnięty
4336	otwórz folder użytkownika
4337	dokumentacja
4338	masywna ściana
4339	masywna brama
4340	uruchom grę publiczną na
4341	mody
4342	pakiety dźwiękowe
4343	szybkość
4344	morze
4345	jezioro
4346	rzeka
4347	góra
4348	most
4349	bród
4350	bagno
4351	ocean
4352	górski szlak
4353	włącz automatyczne naprawianie
4354	wyłącz automatyczne naprawianie
4355	włącz automatyczne zdobywanie
4356	wyłącz automatyczne zdobywanie
4357	stocznia
4358	łódź
4359	niszczyciel
4360	okręt wojenny
4361	łódź podwodna
4362	łąki
4363	las
4364	puszcza
4365	przełącz kontratak
4366	kontratak włączony
4367	kontratak wyłączony
4368	straż
4369	pościg
4370	zajmij
4372	złoty dom
4373	w produkcji
4375	zatrzymaj produkcję
4376	ustawienia dźwięku
4377	ustawienia balansu dźwięku
4378	włącz balans dźwięku
4379	wyłącz balans dźwięku
4380	przełącz balans dźwięku
4381	metoda balansu dźwięku
4382	zmień metodę balansu dźwięku
4383	balans dźwięku włączony
4384	balans dźwięku wyłączony
4385	pierwiastek kwadratowy
4386	liniowy
4387	logarytmiczny
4388	brak
4389	atrybuty
4390	naciśnij odpowiednią literę, aby uzyskać informacje
4391	naciśnij Escape, aby wyjść
4392	wyjdź z ekranu atrybutów
4393	wybrano kilka jednostek: 
4394	brak dostępnych atrybutów
4395	: 
4396	obrażenia wręcz
4397	obrażenia dystansowe
4398	obrona wręcz
4399	obrona dystansowa
4400	czas odnowienia wręcz
4401	czas odnowienia dystansowego
4402	zasięg wręcz
4403	zasięg dystansowy
4404	przeciw 
4405	bonus obrażeń wręcz
4406	bonus obrażeń dystansowych
4407	punkty życia
4408	status
4409	zbadane technologie
4410	czas przygotowania walki wręcz
4411	czas przygotowania walki dystansowej
4412	minimalny zasięg walki wręcz
4413	minimalny zasięg walki dystansowej
4414	celność walki wręcz
4415	celność walki dystansowej
4416	unik walki wręcz
4417	unik walki dystansowej
4418	obrażenia obszarowe walki wręcz
4419	obrażenia obszarowe walki dystansowej
4420	promień obszaru walki wręcz
4421	promień obszaru walki dystansowej
4422	minimalny spadek obszaru walki wręcz
4423	minimalny spadek obszaru walki dystansowej
4424	bonus obrony wręcz
4425	bonus obrony dystansowej
4426	bonus zasięgu wręcz
4427	bonus zasięgu dystansowego
4428	bonus minimalnego zasięgu wręcz
4429	bonus minimalnego zasięgu dystansowego
4430	bonus zamachu wręcz
4431	bonus zamachu dystansowego
4432	bonus czasu odnowienia wręcz
4433	bonus czasu odnowienia dystansowego
4434	bonus trafienia wręcz
4435	bonus trafienia dystansowego
4436	bonus uników wręcz
4437	bonus uników dystansowych
4438	bonus trafienia wręcz na terenie
4439	bonus trafienia dystansowego na terenie
4440	bonus uników wręcz na terenie
4441	bonus uników dystansowych na terenie
4442	bonus szybkości
4443	bonus szybkości na różnych terenach
4444	mana
4445	zniżka
4446	automatyczne odkrywanie
4452	modyfikator ataku wręcz według terenu
4453	modyfikator ataku dystansowego według terenu
4454	modyfikator odnowienia wręcz według terenu
4455	modyfikator odnowienia dystansowego według terenu
4456	modyfikator szarży wręcz według terenu
4457	modyfikator szarży dystansowej według terenu
4458	modyfikator odnowienia szarży wręcz według terenu
4459	modyfikator odnowienia szarży dystansowej według terenu
4500	sojusznicy
4501	wrogowie
4502	wszystkie
4503	budynki
4504	jednostki
4505	elementy
4506	wszystkie typy
4507	posiłki
4508	zmień na
4509	za wcześnie
4510	podnieś
4600	poziom
4601	PD
4602	/
4603	maksymalny poziom
4604	czas wskrzeszenia
4605	awans
4606	wskrzeszony
4610	mnożnik krytyka walki wręcz
4611	mnożnik krytyka walki dystansowej
4612	szansa na krytyka walki wręcz
4613	szansa na krytyka walki dystansowej
4614	bonus mnożnika krytyka wręcz
4615	bonus mnożnika krytyka dystansowego
4616	bonus szansy na krytyka wręcz
4617	bonus szansy na krytyka dystansowego
4618	odporność na krytyka walki wręcz
4619	odporność na krytyka walki dystansowej
4620	bonus odporności na krytyka wręcz
4621	bonus odporności na krytyka dystansowego
4622	przebicie pancerza walki wręcz
4623	przebicie pancerza walki dystansowej
4624	szansa przebicia pancerza walki wręcz
4625	szansa przebicia pancerza walki dystansowej
4626	bonus przebicia wręcz
4627	bonus przebicia dystansowego
4628	bonus szansy na przebicie wręcz
4629	bonus szansy na przebicie dystansowe
4630	odporność na przebicie walki wręcz
4631	odporność na przebicie walki dystansowej
4632	bonus odporności na przebicie wręcz
4633	bonus odporności na przebicie dystansowe
4634	muzyka
4635	muzyka włączona
4636	muzyka wyłączona
4637	głośność w procentach
4650	rozpocznij automatyczną produkcję
4651	rozpocznij ręczną produkcję
4655	rozpocznij automatyczną uprawę
4656	rozpocznij ręczną uprawę
4657	uprawa
4658	trwa uprawa
4659	zatrzymaj uprawę
4660	dom
4661	sad
4700	obserwuj grę
4701	gra w toku
4702	brak gier do obserwacji
4703	wybierz grę do obserwacji
4704	obserwowanie gry
4705	zakończ obserwację
4706	obserwujesz
4707	dołączył widz
4708	widz opuścił
4709	gra trwa
4710	wolny
4711	brak wroga w zasięgu wzroku
4712	atakuje
4713	środek
4714	skala powiększenia musi być między 2 a 20
4715	wprowadź skalę powiększenia, np. 3x3 lub 4x4
4716	może szkolić
#	stałe komunikatów atrybutów
4717	obrażenia szarży walki wręcz
4718	bonus obrażeń szarży wręcz
4719	obrażenia szarży walki dystansowej
4720	bonus obrażeń szarży dystansowej
4721	czas odnowienia szarży walki wręcz
4722	czas odnowienia szarży walki dystansowej
4723	dystans szarży walki wręcz
4724	dystans szarży walki dystansowej
4725	obrażenia obszarowe szarży walki wręcz
4726	bonus obrażeń obszarowych szarży wręcz
4727	obrażenia obszarowe szarży walki dystansowej
4728	bonus obrażeń obszarowych szarży dystansowej
4729	minimalny spadek szarży walki wręcz
4730	bonus zaniku obrażeń obszarowych szarży wręcz
4731	minimalny spadek szarży walki dystansowej
4732	bonus zaniku obrażeń obszarowych szarży dystansowej
4733	promień szarży walki wręcz
4734	bonus promienia szarży wręcz
4735	promień szarży walki dystansowej
4736	bonus promienia szarży dystansowej
4737	obrażenia kontr-szarży walki wręcz
4738	obrażenia kontr-szarży walki dystansowej
4739	bonus przeciwszarży wręcz
4740	bonus przeciwszarży dystansowej
4741	czas odnowienia kontr-szarży walki wręcz
4742	czas odnowienia kontr-szarży walki dystansowej
4743	dystans kontr-szarży walki wręcz
4744	dystans kontr-szarży walki dystansowej
4750	dostępne technologie
4751	dostępne umiejętności
4752	technologie do zbadania
4753	można ulepszyć do
4754	koszt many
4755	efekt
4756	zasięg efektu
4757	promień efektu
4758	zastosuj bonus
4759	bonus
4760	poziom obrażeń
4761	typ celu obrażeń efektu
4762	meteory
4763	nieskończone
4764	zastosuj
4765	, trwanie
4768	koszt
4769	czas
4770	populacja
4771	wymagania
4772	przyzwij
4773	ulecz
4774	obrażenia
4775	wskrześ maksymalnie
4776	jednostki
4777	ożyw martwych
4778	, typ:
4779	nawróć wrogie jednostki
4780	czas odnowienia
4781	punkty życia
4782	maksymalne punkty życia
4783	obrażenia walki wręcz
4784	obrażenia walki dystansowej
4785	obrona walki wręcz
4786	obrona walki dystansowej
4787	szybkość ruchu
4788	zasięg widzenia
4789	zasięg walki wręcz
4790	zasięg walki dystansowej
4791	czas odnowienia walki wręcz
4792	czas odnowienia walki dystansowej
4793	mana
4794	maksymalna mana
4795	czas zbierania
4796	ilość zbierana
4797	czas produkcji
4798	ilość produkcji
4799	koszt
4800	koszt czasu
4801	koszt populacji
4802	 — atrybuty: 
4803	brak takiego atrybutu
4804	brak bonusu
4805	minut
4806	zapewniana populacja
4807	poziom leczenia
4808	sekund
4809	może budować
4810	typ jednostki
4811	klasa
4812	budynek
4813	robotnik
4814	żołnierz
4815	efekt
4816	technologia
4817	statki naprawialne i zacumowane
4818	tak
4819	nie
4820	samozniszczenie wręcz
4821	samozniszczenie dystansowe
4822	procent HP kosztu samozniszczenia
4823	współczynnik obrażeń wybuchu
4824	zasięg widzenia
4825	typy celów wręcz
4826	typy celów dystansowych
4827	może zbierać
4828	czas zbierania
4829	ilość zbierana
4830	może naprawiać
4831	cel naziemny
4832	cel powietrzny
4833	cel budynkowy
4834	cel jednostkowy
4835	wszystkie
4836	typ zasobu
4837	czas wydobycia
4838	ilość wydobycia
4839	regeneracja zasobów
4840	maksymalna pojemność zasobów
4841	początkowa pojemność zasobów
4842	typ złoża
4843	nazwa zasobu
4844	podtyp
4845	naprawialny
4846	uleczalny
4847	pojemność transportu
4848	objętość transportu
4849	pasażerowie atakowalni z zewnątrz
4850	bonus załadunku
4927	bonus pasażera
4928	szansa trafienia jednostek wewnątrz z zewnątrz
4851	zwłoki
4852	ziemia
4853	powietrze
4854	woda
4855	produkuje
4856	nie produkuje
4857	nieumarły
4858	zasób
4859	aktualna broń
4860	dostępne bronie
4861	przełączalna
4862	zmień broń
4863	miecz
4864	łuk
4865	nazwa broni
4866	zbroja
4867	aktualna zbroja
4868	nazwa zbroi
4871	zbroja
4872	walka wręcz
4873	broń
4875	ekwipunek
4876	nazwa przedmiotu
4877	objętość kolizji
4878	zużyj przy podniesieniu
4879	łup
4880	nagrody zasobów
4881	umiejętności
4882	wzmocnienia
4883	przedmiot
4885	bohater
4886	krótki miecz
4887	typ produkcji
4888	wstęp
4889	Podstawowa jednostka robotnicza, zdolna do zbierania zasobów, budowania i naprawy statków. Fundament każdej cywilizacji.
4890	Podstawowa piechota wręcz z mieczem i zbroją. Tania w szkoleniu, stanowi trzon armii.
4891	promień leczenia
4892	promień obrażeń
4893	zasięg leczenia
4894	zasięg obrażeń
4895	czas odnowienia leczenia
4896	czas odnowienia obrażeń
4897	przygotowanie leczenia
4898	przygotowanie obrażeń
4899	czas odnowienia regeneracji HP
4900	przygotowanie regeneracji HP
4901	czas odnowienia regeneracji many
4902	przygotowanie regeneracji many
4903	typy celów do leczenia
4904	na poziom
4905	przyrost
4906	regeneracja HP
4907	aktualna ilość
4908	maksymalna ilość
4909	kategoria
4910	pojemność ekwipunku
4911	regeneracja many
4912	minimalne obrażenia walki wręcz
4913	minimalne obrażenia walki dystansowej
4914	promień wzmocnienia
4915	minimalne obrażenia
4916	opóźnienie pocisku walki wręcz
4917	opóźnienie pocisku walki dystansowej
4918	czas trwania efektu walki wręcz
4919	czas trwania efektu walki dystansowej
4924	wymuszone obrażenia
4925	minimalny dystans szarży walki wręcz
4926	minimalny dystans szarży walki dystansowej
4920	traktat
4921	traktat aktywny, ataki zabronione
4922	traktat zakończony, można walczyć
4923	brak traktatu
4930	jeleń
4931	owca
4932	padlina
4933	dzik
4934	zaganiaj
4935	podąża
4936	techniki łowieckie
4950	kampania kooperacyjna
4951	lokalna kampania kooperacyjna
4952	wybierz kampanię kooperacyjną
4953	wybierz rozdział kooperacyjny
4954	ustawiono sojuszników do kooperacji
4955	współpracuj z sojusznikiem, aby przejść kampanię
4960	dyplomacja
4961	brak kandydata
4962	sojusz z
4963	rozwiązano sojusz z
4964	wzajemny
4965	jednostronny
4966	zaproponuj sojusz z
4967	wycofaj prośbę o sojusz z
4968	prośba o sojusz od
4969	sojusz zawarty z
4970	sojusz odrzucony z
4971	sojusze są zablokowane w tej grze
4972	wysłano prośbę o sojusz
4973	prośba o sojusz odrzucona
4974	prośba o sojusz wycofana
4975	zawarto sojusz
4976	woda jest nieprzekraczalna
4977	ląd jest nieprzekraczalny
4978	niedokończone, nieprzekraczalne
4980	obecna epoka
4981	epoka ciemna
4982	epoka feudalna
4983	epoka zamków
4984	epoka imperialna
4985	może awansować do
4986	kontynuuj niedokończoną grę
4987	kontynuuj od miejsca, w którym skończyłeś
4988	wybierz slot zapisu
4989	nie znaleziono zapisu
4990	zapis
4991	pusty slot
4992	zapisano
4993	postęp zachowany, możesz później kontynuować
4994	wprowadź nową nazwę. Enter — potwierdź, Escape — anuluj
4995	usunąć ten element? Enter — potwierdź, Escape — anuluj
4996	usunięto
4997	zmieniono nazwę
4998	nieprawidłowa nazwa
4999	anulowano
5027	neutralny
5028	replay
5029	nie-neutralny
5030	cel opcjonalny
5031	porzucono cel opcjonalny
5032	cel główny
5033	losowa mapa
5034	szablon
5035	standardowy
5036	szybki
5037	walka o centrum
5038	makro
5039	ekonomiczny
5040	rozmiar mapy
5041	mała
5042	średnia
5043	duża
5044	liczba graczy
5045	graczy
5046	siła potworów
5047	słaba
5048	średnia
5049	silna
5050	rozmieszczenie surowców
5051	równomierne
5052	skoncentrowane
5053	teren
5054	losowy
5055	równina
5056	bagno
5057	góry
5058	ziarno
5059	linie
5060	walka o linie
5061	losowy seed
5062	własny seed
5063	wpisz numer seed
5064	mapa wygenerowana
5065	tryb drużyn
5066	każdy na każdego
5067	dwie drużyny
5338	za mało miejsca
5750	jeden przeciw wielu
5068	woda
5069	bez wody
5070	jezioro
5071	rzeka
5072	skarb
5073	brak skarbów
5074	mało skarbów
5075	dużo skarbów
5076	kod udostępniania
5077	importuj kod
5078	wpisz kod
5079	nieprawidłowy kod
5080	podgląd mapy
5081	skrzynia skarbów
5082	kusznik z powtarzalną kuszą
5083	zwierzę
5084	zapewnia pole budowy
5085	wymaga pola budowy
5086	promień pola budowy
5087	tryb budowy
5088	wspomagana budowa
5089	umieść i odejdź
5090	budowa ofiarna
5091	staví se samo
5092	poświęca robotnika
5093	można budować na dowolnym lądzie
5094	budynek dodatkowy
5095	možliwe budowle główne
5096	może mieć dodatek
5097	limit dodatkowych
5100	pole budowy pozostaje
5101	pole budowy się rozprzestrzenia
5102	wymaga oznaczenia na polu
5103	traci energię bez pola
5104	pól rozprzestrzeniania na sekundę
5105	wymaga złoża
5106	umieść efekt pola bitwy
5107	rusztowanie
5108	przęsło mostu
5109	pomost mostu
5110	ilość złoża
5111	cele bonusu fazy
5112	jednostki ulepszają się automatycznie
5115	mięso
5116	owoce
5117	przedmiot produkcji
5118	automatyczna produkcja
5119	ręczna produkcja
5120	automatyczna uprawa
5121	ręczna uprawa
5122	mennica
5123	złota moneta
5113	oprócz
5114	każdy cel oprócz
5190	briefing misji
5191	cele główne
5192	cele poboczne
5193	trudność
5194	standardowa
5195	średnia
5196	trudna
5197	zablokowane
5198	ukończone
5199	synopsis kampanii
5200	rozpocznij misję
5201	wymagani gracze
5202	internetowa kampania kooperacyjna
5203	odblokowano następną misję
5204	powtórz tę misję
5205	łatwa
5206	ekstremalna
5207	trudność standardowa
5208	siła wroga
5209	interfejs wyboru jednostek
5210	interfejs wyboru budynków
5211	interfejs poleceń
5212	interfejs umiejętności
5213	interfejs pomocy i zapytań
5214	interfejs dyplomacji
5215	pusty plecak
5216	schemat skrótów klawiszowych
5217	warstwowe skróty klawiszowe
5218	klasyczne skróty klawiszowe
5219	schemat skrótów zmieniony, obowiązuje od następnej gry
5220	komputer początkujący
5221	komputer średniozaawansowany
5222	komputer zaawansowany
5223	komputer ekspercki
5224	komputer koszmarny
5225	wynik
5226	wydobycie
5227	wykorzystanie zasobów
5228	przeżycie jednostek
5229	obrona budynków
5230	walka
5231	wyburzanie
5232	wynik łączny
5233	ocena
5234	ocena S, doskonała
5235	ocena A, świetna
5236	ocena B, dobra
5237	ocena C, zaliczona
5238	ocena D, dostateczna
5239	ocena E, do poprawy
5240	z
5241	plus
5242	punktów
5243	pokonany
5244	odblokowano osiągnięcie
5245	zdobyto
5246	medali
5247	zdobyto kartę
5248	pozostałe ładunki
5249	awansowano na stopień
5250	zdobyto tytuł honorowy
5251	oszczędna efektywność
5260	gracz kooperacyjny
5261	wolny slot
5262	partner AI w kooperacji
5263	ustaw jako partnera AI
5264	ustaw slot jako wolny
5265	typ pokoju kooperacyjnego
5266	prywatny pokój kooperacyjny
5267	publiczny pokój kooperacyjny
5280	zmień mapowanie klawiszy
5281	globalne skróty
5282	aktualny skrót
5283	naciśnij nowy klawisz
5284	Esc — anuluj, Backspace — wyczyść przypisanie
5285	skrót zapisany, obowiązuje od następnej gry
5286	mapowanie klasycznych skrótów będzie w późniejszej wersji
5287	przywróć domyślne globalne skróty
5288	przywrócono domyślne globalne skróty
5289	klawisz już używany przez 
5290	Enter — potwierdź zamianę, Esc — anuluj
5291	nieprzypisane
5292	ustawiono na
5293	Enter — zmień przypisanie
5294	aktywne
5295	nieaktywne
5296	przywrócono domyślne skróty warstwy
5297	przywróć domyślne skróty warstwy
5298	przeglądarka map
5299	przywróć domyślne klasyczne skróty
5300	doskonała bitwa
5301	doskonałe dowodzenie
5302	dobra bitwa
5303	zaliczony
5304	oszczędne zwycięstwo
5305	doskonałe zachowanie
5306	łowca koszmarów
5307	pogromca ekspertów
5308	pierwsze zwycięstwo
5309	kontrakt posiłków
5310	osiągnięcia
5311	zobacz odblokowane osiągnięcia i arsenał tego moda
5312	zablokowane
5313	odblokowane
5314	ten mod nie ma zdefiniowanych osiągnięć
5315	lista osiągnięć
5316	arsenał
5317	zobacz rangę, honory, medale i karty tego moda
5318	łącznie medali
5319	ładunki
5350	aktualny stopień
5351	do następnego stopnia
5355	jeszcze potrzeba
5356	medale
5357	wybierz kartę ekwipunku do slotu
5358	pomiń ten slot
5359	rozpocznij grę teraz
5360	brak kart do zabrania
5361	zastosowano kartę ekwipunku
5362	slot
5363	zwiększono sloty ekwipunku, teraz
5364	zabierz przed potyczką lub losową mapą przeciw komputerowi
5450	działa natychmiast po starcie gry
5365	dodatkowo na start
5366	pojawi się na starcie gry blisko twojego początku
5367	powtórne ukończenie
5368	zobacz listę osiągnięć
5369	zobacz arsenał
5370	wymaga
5371	poniżej
5372	co najmniej
5373	zwycięstwo w tej grze
5374	lub
5375	zobacz osiągnięcia i warunki odblokowania tego moda
5376	na mapie
5377	razy
5378	łącznie
5379	gałęzie
5380	postęp między frakcjami
5381	każda odblokuj co najmniej
5382	medali co najmniej
5383	każda má titul honorowy
5384	ukończono kamień milowy mapy
5385	osiągnięć
5386	wybierz frakcję do tej gry
5387	działa po
5388	efekt karty ekwipunku uruchomiony
5389	pojawi się blisko twojego startu
5390	daje dodatkowo
5393	daje technologię
5394	dodatkowo po pierwszym ukończonym szkoleniu
5395	w tej grze dodatkowo po pierwszym ukończonym szkoleniu
5392	.
5352	tytuły honorowe
5353	sloty kart przed misją
5354	wymaga stopnia
